1차_분류전체,2차_분류전체,기업명,1차_업종,2차_업종,규모,근로자수,소재지,관심기업,데이터 추출일
일자리 친화,인재육성형중소기업,(주)신선촌,"농업, 임업 및 어업",농업,중소기업,30.0,충북 괴산군,6,2026-08-01 02:44:01
일자리 친화,근무혁신 우수기업,(주)동우팜투테이블,제조업,식료품 제조업,중견기업,549.0,전북 군산시,152,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)하늘바이오 농업회사법인,제조업,식료품 제조업,중소기업,108.0,경남 거창군,102,2026-08-01 02:44:01
일자리 친화,최고일자리 기업,(주)면사랑,제조업,식료품 제조업,중견기업,625.0,충북 진천군,86,2026-08-01 02:44:01
일자리 친화,대한민국일자리으뜸기업,농업회사법인(주)한우물,제조업,식료품 제조업,중소기업,478.0,전북 김제시,83,2026-08-01 02:44:01
일자리 친화,대한민국일자리으뜸기업,주식회사조흥,제조업,식료품 제조업,중견기업,551.0,경기 안산시 단원구,78,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,농업회사법인 한만두식품(주),제조업,식료품 제조업,중소기업,128.0,경기 양주시,67,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,로쏘㈜,제조업,식료품 제조업,중소기업,1000.0,대전 중구,61,2026-08-01 02:44:01
일자리 친화,최고일자리 기업,(주)산과들에,제조업,식료품 제조업,중소기업,125.0,경기 포천시,53,2026-08-01 02:44:01
일자리 친화,대한민국일자리으뜸기업,(주)상신종합식품,제조업,식료품 제조업,중소기업,154.0,충남 천안시 서북구,48,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)신안천사김,제조업,식료품 제조업,중소기업,138.0,,34,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,한국바이오팜(주),제조업,식료품 제조업,중소기업,45.0,충북 진천군,27,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,제일유업(주),제조업,식료품 제조업,중소기업,57.0,경기 화성시,9,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)글루칸,제조업,식료품 제조업,중소기업,13.0,경남 진주시,2,2026-08-01 02:44:01
일자리 친화,근무혁신 우수기업,부산커피협동조합,제조업,식료품 제조업,,,부산 남구,0,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,유니웰(주),제조업,식료품 제조업,중소기업,8.0,충북 청주시 흥덕구,0,2026-08-01 02:44:01
일자리 친화,근무혁신 우수기업,주식회사 태봉,제조업,섬유제품 제조업; 의복제외,중소기업,116.0,,85,2026-08-01 02:44:01
일자리 친화,대한민국일자리으뜸기업,(주)아이캠퍼,제조업,섬유제품 제조업; 의복제외,중소기업,48.0,경기 파주시,44,2026-08-01 02:44:01
일자리 친화,최고일자리 기업,제이케이앤디(주),제조업,"의복, 의복 액세서리 및 모피제품 제조업",중소기업,187.0,서울 서대문구,4,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)오픈한,제조업,"의복, 의복 액세서리 및 모피제품 제조업",중소기업,55.0,서울 성동구,3,2026-08-01 02:44:01
일자리 친화,근무혁신 우수기업,패숀팩토리주식회사,제조업,"의복, 의복 액세서리 및 모피제품 제조업",중소기업,21.0,서울 송파구,3,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)렉시아,제조업,"의복, 의복 액세서리 및 모피제품 제조업",중소기업,18.0,서울 서초구,2,2026-08-01 02:44:01
일자리 친화,대한민국일자리으뜸기업,(주)노바인터내쇼널,제조업,"가죽, 가방 및 신발 제조업",중소기업,74.0,부산 강서구,61,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,남강제지(주),제조업,"펄프, 종이 및 종이제품 제조업",중소기업,57.0,경남 진주시,36,2026-08-01 02:44:01
일자리 친화,최고일자리 기업,(주)아진피앤피,제조업,"펄프, 종이 및 종이제품 제조업",중견기업,298.0,대구 달성군,33,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,은창티피에스㈜,제조업,"펄프, 종이 및 종이제품 제조업",,,경기 포천시,0,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)무궁화엘앤비,제조업,인쇄 및 기록매체 복제업,중소기업,168.0,충남 천안시 서북구,53,2026-08-01 02:44:01
일자리 친화,최고일자리 기업,(주)비주,제조업,인쇄 및 기록매체 복제업,중소기업,229.0,경기 파주시,4,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,엔비에스티(주),제조업,인쇄 및 기록매체 복제업,중소기업,46.0,경기 평택시,1,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,장암칼스㈜,제조업,"코크스, 연탄 및 석유정제품 제조업",중소기업,86.0,서울 영등포구,8,2026-08-01 02:44:01
일자리 친화,대한민국일자리으뜸기업,백광산업 주식회사,제조업,화학물질 및 화학제품 제조업; 의약품 제외,중견기업,303.0,전북 군산시,108,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,제일폴리캠㈜,제조업,화학물질 및 화학제품 제조업; 의약품 제외,중소기업,160.0,세종,93,2026-08-01 02:44:01
일자리 친화,대한민국일자리으뜸기업,버슘머트리얼즈코리아주식회사,제조업,화학물질 및 화학제품 제조업; 의약품 제외,중견기업,459.0,경기 시흥시,80,2026-08-01 02:44:01
일자리 친화,대한민국일자리으뜸기업,애경케미칼주식획사,제조업,화학물질 및 화학제품 제조업; 의약품 제외,중견기업,709.0,서울 마포구,47,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)엘시시,제조업,화학물질 및 화학제품 제조업; 의약품 제외,중소기업,92.0,충북 음성군,41,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)신양티아이씨,제조업,화학물질 및 화학제품 제조업; 의약품 제외,중소기업,11.0,울산 울주군,40,2026-08-01 02:44:01
일자리 친화,근무혁신 우수기업,주식회사 에이피알,제조업,화학물질 및 화학제품 제조업; 의약품 제외,중견기업,653.0,서울 송파구,27,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)일신웰스,제조업,화학물질 및 화학제품 제조업; 의약품 제외,중소기업,92.0,충북 청주시 흥덕구,26,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)이노폴,제조업,화학물질 및 화학제품 제조업; 의약품 제외,중소기업,85.0,부산 북구,26,2026-08-01 02:44:01
일자리 친화,대한민국일자리으뜸기업,(주)고운세상코스메틱,제조업,화학물질 및 화학제품 제조업; 의약품 제외,중소기업,219.0,경기 성남시 분당구,25,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)케이피티,제조업,화학물질 및 화학제품 제조업; 의약품 제외,중소기업,113.0,충북 청주시 흥덕구,20,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)피유시스,제조업,화학물질 및 화학제품 제조업; 의약품 제외,중소기업,36.0,경기 파주시,17,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)제이에이치씨,제조업,화학물질 및 화학제품 제조업; 의약품 제외,중소기업,26.0,충북 청주시 청원구,15,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)삼리,제조업,화학물질 및 화학제품 제조업; 의약품 제외,중소기업,64.0,경기 김포시,11,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,성도테크(주),제조업,화학물질 및 화학제품 제조업; 의약품 제외,중소기업,27.0,경기 파주시,10,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)정코스,제조업,화학물질 및 화학제품 제조업; 의약품 제외,중소기업,75.0,충북 청주시 흥덕구,9,2026-08-01 02:44:01
일자리 친화,근무혁신 우수기업,(주)마녀공장,제조업,화학물질 및 화학제품 제조업; 의약품 제외,중소기업,112.0,서울 강서구,9,2026-08-01 02:44:01
일자리 친화,대한민국일자리으뜸기업,티이엠씨㈜,제조업,화학물질 및 화학제품 제조업; 의약품 제외,중견기업,110.0,충북 보은군,9,2026-08-01 02:44:01
일자리 친화,최고일자리 기업,(주)비나우,제조업,화학물질 및 화학제품 제조업; 의약품 제외,중소기업,239.0,서울 서초구,8,2026-08-01 02:44:01
일자리 친화,근무혁신 우수기업,주식회사 이유씨엔씨,제조업,화학물질 및 화학제품 제조업; 의약품 제외,중소기업,7.0,,5,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)칼라런트코리아,제조업,화학물질 및 화학제품 제조업; 의약품 제외,중소기업,12.0,울산 울주군,5,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)오유인터내셔널,제조업,화학물질 및 화학제품 제조업; 의약품 제외,중소기업,37.0,서울 성동구,1,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)유스케어팜,제조업,화학물질 및 화학제품 제조업; 의약품 제외,,,경기 수원시 영통구,0,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,이스트힐(주),제조업,화학물질 및 화학제품 제조업; 의약품 제외,,,경기 수원시 권선구,0,2026-08-01 02:44:01
일자리 친화,대한민국일자리으뜸기업,미주엔비켐㈜,제조업,화학물질 및 화학제품 제조업; 의약품 제외,,,경기 광명시,0,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)포이엔,제조업,화학물질 및 화학제품 제조업; 의약품 제외,중소기업,17.0,경기 부천시,0,2026-08-01 02:44:01
일자리 친화,근무혁신 우수기업,주식회사 토리든,제조업,화학물질 및 화학제품 제조업; 의약품 제외,,,대전 서구,0,2026-08-01 02:44:01
일자리 친화,대한민국일자리으뜸기업,(주)파마리서치,제조업,의료용 물질 및 의약품 제조업,중견기업,577.0,강원 강릉시,30,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,동방에프티엘(주),제조업,의료용 물질 및 의약품 제조업,중소기업,190.0,경기 화성시,23,2026-08-01 02:44:01
일자리 친화,근무혁신 우수기업,주식회사 휴메딕스,제조업,의료용 물질 및 의약품 제조업,중견기업,398.0,경기 성남시 수정구,12,2026-08-01 02:44:01
일자리 친화,대한민국일자리으뜸기업,한국엘랑코동물약품(주),제조업,의료용 물질 및 의약품 제조업,중소기업,138.0,서울 영등포구,3,2026-08-01 02:44:01
일자리 친화,근무혁신 우수기업,주식회사 제네웰,제조업,의료용 물질 및 의약품 제조업,중견기업,161.0,경기 성남시 중원구,2,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,대은산업(주),제조업,고무 및 플라스틱제품 제조업,중소기업,52.0,경기 시흥시,60,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)에스알펜스터,제조업,고무 및 플라스틱제품 제조업,중소기업,56.0,경기 포천시,45,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)진양오일씰,제조업,고무 및 플라스틱제품 제조업,중소기업,435.0,대구 달성군,37,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,에스앤에스테크놀러지㈜,제조업,고무 및 플라스틱제품 제조업,중소기업,30.0,경기 부천시 오정구,27,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)제이월드산업,제조업,고무 및 플라스틱제품 제조업,중소기업,74.0,서울 금천구,8,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)제론텍,제조업,고무 및 플라스틱제품 제조업,중소기업,57.0,충북 음성군,6,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,한보프로텍(주),제조업,고무 및 플라스틱제품 제조업,중소기업,49.0,경기 파주시,2,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)와이제이씨,제조업,비금속 광물제품 제조업,중소기업,168.0,,42,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)보필,제조업,비금속 광물제품 제조업,중소기업,54.0,경남 양산시,22,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,동신관유리공업㈜,제조업,비금속 광물제품 제조업,중소기업,166.0,,21,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,제일산업(주),제조업,비금속 광물제품 제조업,중소기업,25.0,경북 영주시,19,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)한일,제조업,비금속 광물제품 제조업,중소기업,38.0,충남 아산시,17,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)한국아덱스,제조업,비금속 광물제품 제조업,중소기업,30.0,충북 음성군,15,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)서원코리아,제조업,비금속 광물제품 제조업,중소기업,7.0,경기 시흥시,0,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)영진레미콘,제조업,비금속 광물제품 제조업,중소기업,14.0,경기 포천시,0,2026-08-01 02:44:01
일자리 친화,대한민국일자리으뜸기업,(주)디케이씨,제조업,1차 금속 제조업,중견기업,297.0,경북 포항시 북구,50,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)해광,제조업,1차 금속 제조업,중소기업,246.0,충북 진천군,42,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)월드튜브,제조업,1차 금속 제조업,중소기업,138.0,경남 김해시,37,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,성일하이메탈(주),제조업,1차 금속 제조업,중견기업,78.0,전북 군산시,21,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,이에프코리아(주),제조업,1차 금속 제조업,중소기업,77.0,경기 파주시,16,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,연산메탈(주),제조업,1차 금속 제조업,,,부산 강서구,0,2026-08-01 02:44:01
일자리 친화,근무혁신 우수기업,(주)티씨씨스틸,제조업,1차 금속 제조업,,273.0,서울 중구,0,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)동광명품도어,제조업,금속가공제품 제조업; 기계 및 가구 제외,중소기업,111.0,대구 서구,63,2026-08-01 02:44:01
일자리 친화,근무혁신 우수기업,(주) 광스틸,제조업,금속가공제품 제조업; 기계 및 가구 제외,중소기업,207.0,충북 청주시 서원구,60,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)유진코메탈,제조업,금속가공제품 제조업; 기계 및 가구 제외,중소기업,32.0,부산 강서구,54,2026-08-01 02:44:01
일자리 친화,대한민국일자리으뜸기업,대주코레스 주식회사,제조업,금속가공제품 제조업; 기계 및 가구 제외,중견기업,293.0,전북 완주군,44,2026-08-01 02:44:01
일자리 친화,대한민국일자리으뜸기업,유니슨에이치케이알㈜,제조업,금속가공제품 제조업; 기계 및 가구 제외,중소기업,226.0,충남 천안시 동남구,34,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,영성산업㈜,제조업,금속가공제품 제조업; 기계 및 가구 제외,중소기업,35.0,경기 화성시,26,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,미래테크(주),제조업,금속가공제품 제조업; 기계 및 가구 제외,중소기업,100.0,대구 북구,20,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,봉신롤(주),제조업,금속가공제품 제조업; 기계 및 가구 제외,중소기업,48.0,강원 태백시,14,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)에이치와이티씨,제조업,금속가공제품 제조업; 기계 및 가구 제외,중견기업,135.0,경기 군포시,13,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)양수금속,제조업,금속가공제품 제조업; 기계 및 가구 제외,중소기업,22.0,울산 울주군,10,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)쓰리지테크놀러지,제조업,금속가공제품 제조업; 기계 및 가구 제외,중소기업,57.0,충북 음성군,8,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)에스제이금속,제조업,금속가공제품 제조업; 기계 및 가구 제외,중소기업,19.0,경기 포천시,6,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)덕명,제조업,금속가공제품 제조업; 기계 및 가구 제외,중소기업,50.0,경기 시흥시,5,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)경도트레이,제조업,금속가공제품 제조업; 기계 및 가구 제외,중소기업,10.0,경기 화성시,0,2026-08-01 02:44:01
일자리 친화,노사문화우수기업,주식회사 케이피에프 충주공장,제조업,금속가공제품 제조업; 기계 및 가구 제외,,445.0,충북 충주시,0,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)씨케이아이피엠,제조업,금속가공제품 제조업; 기계 및 가구 제외,중소기업,14.0,서울 성동구,0,2026-08-01 02:44:01
일자리 친화,대한민국일자리으뜸기업,하나머티리얼즈㈜,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중견기업,713.0,충남 천안시 서북구,146,2026-08-01 02:44:01
일자리 친화,최고일자리 기업,(주)일산전자,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중소기업,170.0,부산 사상구,143,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)에이티씨,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중소기업,152.0,경기 시흥시,101,2026-08-01 02:44:01
일자리 친화,최고일자리 기업,디케이(주),제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중견기업,188.0,,96,2026-08-01 02:44:01
일자리 친화,대한민국일자리으뜸기업,주식회사 윈테크,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중소기업,110.0,경남 창원시 진해구,95,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)포유디지탈,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중소기업,68.0,경기 고양시 일산서구,62,2026-08-01 02:44:01
일자리 친화,대한민국일자리으뜸기업,(주)티원엘에스,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중소기업,27.0,서울 금천구,47,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)솔라라이트,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중소기업,50.0,대구 동구,40,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)동진티아이,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중소기업,57.0,인천 남동구,39,2026-08-01 02:44:01
일자리 친화,대한민국일자리으뜸기업,(주)부영,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중소기업,93.0,인천 남동구,37,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,덕산네오룩스(주),제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중견기업,294.0,충남 천안시 서북구,36,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)래트론,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중소기업,167.0,대전 대덕구,35,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)금강쿼츠,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중견기업,317.0,경기 화성시,30,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)에이플러스알에프,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중소기업,97.0,인천 남동구,22,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)이스트포토닉스,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중소기업,83.0,대전 유성구,20,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,스마트전자㈜,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중소기업,116.0,울산 울주군,18,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)세원테크,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중소기업,15.0,경기 평택시,15,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,㈜에프엔에스,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중소기업,65.0,경기 용인시 기흥구,14,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)그린리소스,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중소기업,55.0,,13,2026-08-01 02:44:01
일자리 친화,근무혁신 우수기업,(주)코맥스,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중견기업,110.0,경기 성남시 중원구,12,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)인더텍,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중소기업,23.0,대구 동구,10,2026-08-01 02:44:01
일자리 친화,근무혁신 우수기업,시스템베이스(주),제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중소기업,26.0,서울 구로구,9,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,태경전자㈜,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중소기업,51.0,경기 안양시 동안구,8,2026-08-01 02:44:01
일자리 친화,근무혁신 우수기업,(주)다누시스,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중소기업,42.0,경기 광명시,6,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)누리봄,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중소기업,16.0,서울 금천구,6,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)휴라,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중소기업,22.0,대전 유성구,5,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)이음아이씨티,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중소기업,9.0,,5,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)티엔코아,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중소기업,17.0,서울 강서구,4,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)블루셀,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중소기업,16.0,경기 화성시,4,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)케이오피에스,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중소기업,12.0,경기 화성시,3,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)삼영엠아이텍,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중소기업,54.0,경남 창원시 의창구,3,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)와트레인,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중소기업,11.0,경기 김포시,2,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)레오테크,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중소기업,35.0,인천 부평구,2,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)미소전자통신,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중소기업,13.0,경기 안양시 동안구,2,2026-08-01 02:44:01
일자리 친화,대한민국일자리으뜸기업,범진전자(주),제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중소기업,97.0,경기 수원시 권선구,1,2026-08-01 02:44:01
일자리 친화,근무혁신 우수기업,(주)씨큐앤비,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,경기 군포시,0,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)씨에프씨테라메이트,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중소기업,12.0,부산 기장군,0,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)온오프시스템,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중소기업,29.0,충남 아산시,0,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)씨앤에스아이,제조업,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",중소기업,12.0,서울 강동구,0,2026-08-01 02:44:01
일자리 친화,대한민국일자리으뜸기업,주식회사 메가젠임플란트,제조업,"의료, 정밀, 광학기기 및 시계 제조업",중견기업,784.0,대구 달성군,85,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)티디엠,제조업,"의료, 정밀, 광학기기 및 시계 제조업",중소기업,117.0,,66,2026-08-01 02:44:01
일자리 친화,대한민국일자리으뜸기업,(주)풍림파마텍,제조업,"의료, 정밀, 광학기기 및 시계 제조업",중소기업,204.0,전북 군산시,43,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)푸르고바이오로직스,제조업,"의료, 정밀, 광학기기 및 시계 제조업",중소기업,146.0,경기 성남시 분당구,41,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)신영포엠,제조업,"의료, 정밀, 광학기기 및 시계 제조업",중소기업,73.0,경기 남양주시,31,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)고려기연,제조업,"의료, 정밀, 광학기기 및 시계 제조업",중소기업,58.0,서울 금천구,19,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,모루기술(주),제조업,"의료, 정밀, 광학기기 및 시계 제조업",중소기업,9.0,대전 유성구,14,2026-08-01 02:44:01
일자리 친화,근무혁신 우수기업,주식회사 삼정오토메이션,제조업,"의료, 정밀, 광학기기 및 시계 제조업",중소기업,96.0,경기 화성시,13,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)에델테크,제조업,"의료, 정밀, 광학기기 및 시계 제조업",중소기업,167.0,경기 하남시,13,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)알엔알,제조업,"의료, 정밀, 광학기기 및 시계 제조업",중소기업,50.0,서울 성동구,9,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)제이앤엘테크,제조업,"의료, 정밀, 광학기기 및 시계 제조업",중소기업,157.0,경기 안산시 단원구,5,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)새너,제조업,"의료, 정밀, 광학기기 및 시계 제조업",중소기업,35.0,충남 천안시 서북구,4,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)인스케이프,제조업,"의료, 정밀, 광학기기 및 시계 제조업",중소기업,123.0,경기 성남시 중원구,2,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)아이벡스메디칼시스템즈,제조업,"의료, 정밀, 광학기기 및 시계 제조업",,86.0,강원 원주시,0,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)에이더블테크놀러지,제조업,"의료, 정밀, 광학기기 및 시계 제조업",,,경기 부천시,0,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,산전정밀(주),제조업,전기장비 제조업,중소기업,148.0,충북 청주시 청원구,106,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)광명전기,제조업,전기장비 제조업,중소기업,190.0,경기 안산시 단원구,84,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,제일전기공업(주),제조업,전기장비 제조업,중소기업,301.0,부산 사하구,56,2026-08-01 02:44:01
일자리 친화,대한민국일자리으뜸기업,신성델타테크㈜,제조업,전기장비 제조업,중견기업,292.0,경남 창원시 성산구,56,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,신흥에스이씨(주),제조업,전기장비 제조업,중견기업,2301.0,경기 오산시,50,2026-08-01 02:44:01
일자리 친화,대한민국일자리으뜸기업,(주)다원시스,제조업,전기장비 제조업,중견기업,437.0,경기 안산시 단원구,40,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)세아씨엔티,제조업,전기장비 제조업,중소기업,24.0,,34,2026-08-01 02:44:01
일자리 친화,대한민국일자리으뜸기업,(주)디에이치라이팅,제조업,전기장비 제조업,중견기업,260.0,,28,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)지엔씨에너지,제조업,전기장비 제조업,중소기업,122.0,서울 강서구,28,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)피앤케이하이테크,제조업,전기장비 제조업,중소기업,28.0,인천 남동구,20,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,아이티엘(주),제조업,전기장비 제조업,중소기업,18.0,,19,2026-08-01 02:44:01
일자리 친화,인재육성형중소기업,(주)비츠로밀텍,제조업,전기장비 제조업,중소기업,141.0,충남 천안시 동남구,18,2026-08-01 02:44:01
