1차_분류전체,2차_분류전체,기업명,1차_업종,2차_업종,규모,근로자수,소재지,관심기업,데이터 추출일
기술력 우수,기술혁신형 중소기업(이노비즈),좋은엘리베이터(주),"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,중소기업,38.0,부산 강서구,1,2026-08-01 02:44:01
기술력 우수,기술혁신형 중소기업(이노비즈),주식회사 아토모스,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,,,,0,2026-08-01 02:44:01
기술력 우수,기술혁신형 중소기업(이노비즈),기프트레터(주),"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,중소기업,9.0,서울 서초구,0,2026-08-01 02:44:01
기술력 우수,기술혁신형 중소기업(이노비즈),(주)에이치에이엔컴퍼니,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,중소기업,13.0,서울 마포구,0,2026-08-01 02:44:01
기술력 우수,기술혁신형 중소기업(이노비즈),(주)창헬스케어,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,,,서울 구로구,0,2026-08-01 02:44:01
기술력 우수,기술혁신형 중소기업(이노비즈),주식회사 마이원,"사업시설 관리, 사업 지원 및 임대 서비스업",사업지원 서비스업,중소기업,46.0,서울 성북구,0,2026-08-01 02:44:01
기술력 우수,기술혁신형 중소기업(이노비즈),주식회사지바이크,"사업시설 관리, 사업 지원 및 임대 서비스업",임대업; 부동산 제외,중소기업,412.0,서울 강남구,31,2026-08-01 02:44:01
기술력 우수,기술혁신형 중소기업(이노비즈),(주)가우리안,"사업시설 관리, 사업 지원 및 임대 서비스업",임대업; 부동산 제외,중소기업,39.0,경기 고양시 일산동구,5,2026-08-01 02:44:01
기술력 우수,기술혁신형 중소기업(이노비즈),(주)이지네트웍스,"사업시설 관리, 사업 지원 및 임대 서비스업",임대업; 부동산 제외,중소기업,64.0,서울 구로구,2,2026-08-01 02:44:01
기술력 우수,기술혁신형 중소기업(이노비즈),(주)성지알펙스,"사업시설 관리, 사업 지원 및 임대 서비스업",임대업; 부동산 제외,중소기업,21.0,서울 서초구,1,2026-08-01 02:44:01
기술력 우수,기술혁신형 중소기업(이노비즈),(주)창의와탐구,교육 서비스업,교육 서비스업,중소기업,224.0,서울 서초구,26,2026-08-01 02:44:01
기술력 우수,기술혁신형 중소기업(이노비즈),넥스큐브코퍼레이션 주식회사,교육 서비스업,교육 서비스업,중소기업,185.0,서울 금천구,20,2026-08-01 02:44:01
기술력 우수,기술혁신형 중소기업(이노비즈),주식회사 드림잡스쿨,교육 서비스업,교육 서비스업,중소기업,51.0,,17,2026-08-01 02:44:01
기술력 우수,기술혁신형 중소기업(이노비즈),주식회사에스넷,교육 서비스업,교육 서비스업,중소기업,11.0,전북 군산시,8,2026-08-01 02:44:01
기술력 우수,기술혁신형 중소기업(이노비즈),주식회사 주경야독,교육 서비스업,교육 서비스업,중소기업,30.0,서울 금천구,7,2026-08-01 02:44:01
기술력 우수,기술혁신형 중소기업(이노비즈),주식회사 마이에듀,교육 서비스업,교육 서비스업,중소기업,48.0,서울 금천구,6,2026-08-01 02:44:01
기술력 우수,기술혁신형 중소기업(이노비즈),잉글리쉬앤(주),교육 서비스업,교육 서비스업,중소기업,28.0,서울 관악구,2,2026-08-01 02:44:01
기술력 우수,기술혁신형 중소기업(이노비즈),(주)이젠,교육 서비스업,교육 서비스업,,,,0,2026-08-01 02:44:01
기술력 우수,기술혁신형 중소기업(이노비즈),(주)아인교육,교육 서비스업,교육 서비스업,,,대구 동구,0,2026-08-01 02:44:01
기술력 우수,기술혁신형 중소기업(이노비즈),(주)퍼플아카데미,교육 서비스업,교육 서비스업,중소기업,42.0,서울 양천구,0,2026-08-01 02:44:01
기술력 우수,기술혁신형 중소기업(이노비즈),주식회사메이크잇,교육 서비스업,교육 서비스업,중소기업,16.0,서울 영등포구,0,2026-08-01 02:44:01
기술력 우수,기술혁신형 중소기업(이노비즈),(주)강안교육,교육 서비스업,교육 서비스업,,,서울 강남구,0,2026-08-01 02:44:01
기술력 우수,기술혁신형 중소기업(이노비즈),컴퍼니에스에스(주),"예술, 스포츠 및 여가관련 서비스업","창작, 예술 및 여가관련 서비스업",중소기업,92.0,서울 마포구,12,2026-08-01 02:44:01
기술력 우수,기술혁신형 중소기업(이노비즈),한성정보기술(주),"협회 및 단체, 수리 및 기타 개인 서비스업",개인 및 소비용품 수리업,중소기업,103.0,서울 구로구,4,2026-08-01 02:44:01
기술력 우수,기술혁신형 중소기업(이노비즈),(주)에이텍시스템,"협회 및 단체, 수리 및 기타 개인 서비스업",개인 및 소비용품 수리업,중소기업,197.0,경기 성남시 분당구,4,2026-08-01 02:44:01
기술력 우수,기술혁신형 중소기업(이노비즈),주식회사 엔지엔테크,"협회 및 단체, 수리 및 기타 개인 서비스업",개인 및 소비용품 수리업,,,서울 마포구,0,2026-08-01 02:44:01
기술력 우수,기술혁신형 중소기업(이노비즈),(주)코어인프라,"협회 및 단체, 수리 및 기타 개인 서비스업",개인 및 소비용품 수리업,중소기업,63.0,경기 의왕시,0,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),농업회사법인 주식회사 부성팜스,"농업, 임업 및 어업",농업,중소기업,28.0,충남 당진시,22,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),영농조합법인 다송리사람들,"농업, 임업 및 어업",농업,중소기업,6.0,전북 익산시,21,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),농업회사법인농정원팜주식회사,"농업, 임업 및 어업",농업,중소기업,6.0,충남 천안시 서북구,7,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),청아름영농조합법인,"농업, 임업 및 어업",농업,중소기업,4.0,강원 홍천군,4,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),계성양계영농조합법인,"농업, 임업 및 어업",농업,중소기업,75.0,강원 삼척시,3,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),영농조합법인 무지개농장,"농업, 임업 및 어업",농업,중소기업,13.0,충북 충주시,2,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),농업회사법인 에버팜 주식회사,"농업, 임업 및 어업",농업,중소기업,,경기 용인시 기흥구,1,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),농업회사법인(유)백련푸드,"농업, 임업 및 어업",농업,중소기업,2.0,전북 익산시,0,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),합자회사 건우개발,광업,비금속광물 광업; 연료용 제외,중소기업,17.0,경북 문경시,19,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)동신산업,광업,비금속광물 광업; 연료용 제외,중소기업,24.0,경북 영주시,9,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사 보광기업,광업,비금속광물 광업; 연료용 제외,중소기업,29.0,경기 광주시,6,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)대림골재,광업,비금속광물 광업; 연료용 제외,중소기업,17.0,경기 용인시 기흥구,3,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사 동신,광업,비금속광물 광업; 연료용 제외,중소기업,26.0,경북 영주시,2,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사 금산,광업,비금속광물 광업; 연료용 제외,중소기업,35.0,충남 서산시,1,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),한일식품(주),제조업,식료품 제조업,중소기업,154.0,경기 이천시,130,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),만전식품(주),제조업,식료품 제조업,중소기업,263.0,경기 남양주시,89,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),농업회사법인 솜씨가 주식회사,제조업,식료품 제조업,중소기업,,강원 영월군,85,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사 동원유지,제조업,식료품 제조업,중소기업,37.0,세종,82,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)그린푸드,제조업,식료품 제조업,중소기업,61.0,인천 남동구,80,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)청우식품,제조업,식료품 제조업,중소기업,60.0,경북 구미시,61,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)한미식품,제조업,식료품 제조업,중소기업,176.0,충남 논산시,58,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),세진식품(주),제조업,식료품 제조업,중소기업,85.0,경기 여주시,56,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)삼광에프엔씨,제조업,식료품 제조업,중소기업,38.0,전북 군산시,54,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)우영통상,제조업,식료품 제조업,중소기업,10.0,울산 북구,53,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),자연그대로(주),제조업,식료품 제조업,중소기업,15.0,경기 양주시,51,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사 순수식품,제조업,식료품 제조업,중소기업,24.0,경남 진주시,50,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),부경식품(주),제조업,식료품 제조업,중소기업,144.0,경남 김해시,50,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)엄마사랑,제조업,식료품 제조업,중소기업,59.0,충북 청주시 청원구,46,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사 과자의성,제조업,식료품 제조업,중소기업,19.0,강원 속초시,46,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),농업회사법인 주식회사 대경푸드빌,제조업,식료품 제조업,중소기업,70.0,,45,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),농업회사법인 엠에스푸드(주),제조업,식료품 제조업,중소기업,8.0,경북 김천시,45,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)엠디에스코리아,제조업,식료품 제조업,중소기업,305.0,경기 파주시,43,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)국제식품,제조업,식료품 제조업,중견기업,148.0,부산 사상구,43,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),고려인삼주식회사,제조업,식료품 제조업,중소기업,15.0,강원 원주시,39,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)한국씨엔에스팜,제조업,식료품 제조업,중소기업,200.0,충북 음성군,37,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)고향식품,제조업,식료품 제조업,중소기업,108.0,경기 김포시,36,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),농업회사법인(주)초록원,제조업,식료품 제조업,중소기업,38.0,경북 경산시,33,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),미래 주식회사 농업회사법인,제조업,식료품 제조업,중소기업,17.0,경남 김해시,32,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)진유원,제조업,식료품 제조업,중소기업,63.0,경기 화성시,31,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),엔케이수산(주),제조업,식료품 제조업,중소기업,30.0,부산 서구,31,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)해도식품,제조업,식료품 제조업,중소기업,16.0,,31,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사 새늘에프앤비,제조업,식료품 제조업,중소기업,,경기 화성시,31,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)유니쎌팜,제조업,식료품 제조업,중소기업,57.0,충북 충주시,29,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),농업회사법인 대원에프씨 주식회사,제조업,식료품 제조업,중소기업,10.0,경기 안산시 상록구,29,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)이룸육가공,제조업,식료품 제조업,중소기업,21.0,대전 동구,28,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사 케이프라이드,제조업,식료품 제조업,중소기업,307.0,강원 횡성군,26,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),농업회사법인 (주)아우내축산,제조업,식료품 제조업,중소기업,18.0,충남 천안시 동남구,26,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),농업회사법인 성진푸드(주),제조업,식료품 제조업,중소기업,23.0,전북 익산시,26,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사미소찬,제조업,식료품 제조업,중소기업,87.0,충남 천안시 서북구,26,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),삼진식품(주),제조업,식료품 제조업,중소기업,266.0,부산 영도구,26,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사 이노바텍,제조업,식료품 제조업,중소기업,40.0,전북 정읍시,25,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)아라푸드,제조업,식료품 제조업,중소기업,113.0,부산 기장군,25,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),두원식품(주),제조업,식료품 제조업,중소기업,66.0,경남 김해시,25,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)동심,제조업,식료품 제조업,중소기업,45.0,충북 충주시,23,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사 세운축산,제조업,식료품 제조업,중소기업,22.0,대구 동구,21,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),농업회사법인 주식회사 마크로드제과,제조업,식료품 제조업,중소기업,20.0,경기 용인시 처인구,21,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)한빛향료,제조업,식료품 제조업,중소기업,148.0,충북 음성군,20,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),농업회사법인그린육가공주식회사,제조업,식료품 제조업,중소기업,31.0,경기 용인시 처인구,20,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),신현수산(주),제조업,식료품 제조업,중소기업,60.0,부산 사하구,19,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),농업회사법인 더한식품주식회사,제조업,식료품 제조업,중소기업,108.0,충남 공주시,19,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),한국에스비식품(주),제조업,식료품 제조업,중소기업,141.0,경기 화성시,19,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),농업회사법인 지엔티(주),제조업,식료품 제조업,중소기업,103.0,경기 안성시,19,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사바이올푸드,제조업,식료품 제조업,중소기업,50.0,경남 양산시,19,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),삼성식품,제조업,식료품 제조업,중소기업,7.0,경기 양주시,19,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)동방푸드마스타,제조업,식료품 제조업,중견기업,231.0,충북 음성군,19,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),천일식품(주),제조업,식료품 제조업,중소기업,285.0,충남 홍성군,19,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)비에스푸드,제조업,식료품 제조업,중소기업,,경기 양주시,18,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),동양플러스(주),제조업,식료품 제조업,중소기업,92.0,경기 광주시,18,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),성찬식품,제조업,식료품 제조업,중소기업,1.0,경기 연천군,17,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)미당,제조업,식료품 제조업,중소기업,18.0,경기 화성시,17,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)신우테크,제조업,식료품 제조업,중소기업,42.0,세종,17,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사 로젠치즈앤푸드,제조업,식료품 제조업,중견기업,73.0,경기 용인시 처인구,17,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사 성진바이오,제조업,식료품 제조업,중소기업,5.0,경기 포천시,17,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),영농조합법인안동학가산마깎뚜기김치,제조업,식료품 제조업,중소기업,48.0,경북 안동시,16,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),서부사료 주식회사,제조업,식료품 제조업,중견기업,73.0,인천 부평구,16,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)나래푸드텍,제조업,식료품 제조업,중소기업,29.0,경기 이천시,15,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),한림육가공(주),제조업,식료품 제조업,중소기업,,경기 의정부시,15,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)내팜,제조업,식료품 제조업,중소기업,10.0,경기 성남시 중원구,15,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사 대한에프앤에스,제조업,식료품 제조업,중소기업,,충북 음성군,15,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)더난,제조업,식료품 제조업,중소기업,,,14,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사 에버그린푸드,제조업,식료품 제조업,중소기업,71.0,경기 성남시 중원구,14,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사 초원식품,제조업,식료품 제조업,중소기업,87.0,경기 김포시,14,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),한품축산,제조업,식료품 제조업,중소기업,0.0,경남 김해시,14,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사 대원축산,제조업,식료품 제조업,중소기업,17.0,경남 김해시,12,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),농업회사법인(주)혼디축산,제조업,식료품 제조업,중소기업,71.0,제주 제주시,12,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),대명에이지 영농조합법인,제조업,식료품 제조업,중소기업,14.0,충남 부여군,12,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)박달재엘피씨,제조업,식료품 제조업,중소기업,121.0,충북 제천시,12,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사 가우정푸드,제조업,식료품 제조업,중소기업,36.0,경남 거창군,12,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)미라지식품,제조업,식료품 제조업,중소기업,35.0,,12,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)성실푸드,제조업,식료품 제조업,중소기업,10.0,경기 안산시 상록구,12,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)원우,제조업,식료품 제조업,중소기업,26.0,충북 음성군,12,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)놀이터컴퍼니,제조업,식료품 제조업,중소기업,26.0,경기 화성시,11,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사 진성식품,제조업,식료품 제조업,중소기업,5.0,전북 군산시,11,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),합천생약가공영농조합법인,제조업,식료품 제조업,중소기업,14.0,경남 합천군,10,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),조앤강 주식회사,제조업,식료품 제조업,중소기업,,서울 송파구,10,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)서울쿠키컴퍼니,제조업,식료품 제조업,중소기업,92.0,경기 양주시,9,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)태종에프디,제조업,식료품 제조업,중소기업,132.0,경기 용인시 처인구,9,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)삼영데리카후레쉬,제조업,식료품 제조업,중소기업,72.0,경남 김해시,9,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사별식품,제조업,식료품 제조업,중소기업,,충남 홍성군,8,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),우영수산(주),제조업,식료품 제조업,중소기업,81.0,부산 사하구,8,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),강산농원영농조합법인,제조업,식료품 제조업,중소기업,11.0,,8,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),농업회사법인 주식회사 안성식품,제조업,식료품 제조업,중소기업,28.0,충남 금산군,8,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사 사철,제조업,식료품 제조업,중소기업,,경기 광주시,8,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사 와이케이컴퍼니,제조업,식료품 제조업,중소기업,47.0,충북 제천시,8,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)영진데리카후레쉬,제조업,식료품 제조업,중소기업,98.0,경기 이천시,8,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)동양식품,제조업,식료품 제조업,중소기업,16.0,부산 강서구,8,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),농업회사법인 주식회사 경기엘피씨,제조업,식료품 제조업,중소기업,90.0,경기 연천군,7,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)본가쌀로만,제조업,식료품 제조업,중소기업,,경남 양산시,7,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사 선영푸드,제조업,식료품 제조업,중소기업,18.0,충남 천안시 동남구,7,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),농업회사법인 우서방돈각시(주),제조업,식료품 제조업,중소기업,,경남 사천시,7,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)오상인터내셔널,제조업,식료품 제조업,중소기업,28.0,경북 경산시,7,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),태원식품 주식회사,제조업,식료품 제조업,중소기업,10.0,경남 창원시 의창구,7,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)현대푸드,제조업,식료품 제조업,중소기업,106.0,경기 하남시,7,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사 태성에프에스,제조업,식료품 제조업,중소기업,,경기 용인시 처인구,6,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),농업회사법인콩사랑유한회사,제조업,식료품 제조업,중소기업,9.0,전북 정읍시,6,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)송림수산,제조업,식료품 제조업,중소기업,12.0,부산 사하구,6,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)성신비엔에프,제조업,식료품 제조업,중소기업,12.0,충남 부여군,5,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사 남부미트,제조업,식료품 제조업,중소기업,94.0,충남 홍성군,5,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)신영에이치에스,제조업,식료품 제조업,중소기업,63.0,충북 제천시,5,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),삼흥푸드주식회사 농업회사법인,제조업,식료품 제조업,중소기업,25.0,,5,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),푸드렐라(주),제조업,식료품 제조업,중소기업,85.0,충남 아산시,5,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사 시그니처,제조업,식료품 제조업,중소기업,28.0,경기 군포시,5,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)보성녹돈,제조업,식료품 제조업,중소기업,97.0,서울 성동구,4,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)정이푸드빌,제조업,식료품 제조업,중소기업,42.0,강원 속초시,4,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)아로마에프아이,제조업,식료품 제조업,중소기업,35.0,경기 성남시 중원구,4,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사 태능한우,제조업,식료품 제조업,중소기업,14.0,충남 아산시,3,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사 정직한고기,제조업,식료품 제조업,중소기업,20.0,충북 음성군,3,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사탑축산농업회사법인,제조업,식료품 제조업,중소기업,45.0,경남 합천군,3,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),오케이에프엠(주),제조업,식료품 제조업,중소기업,,경기 포천시,3,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)드림라임,제조업,식료품 제조업,중소기업,18.0,,3,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),태인산업주식회사,제조업,식료품 제조업,중소기업,28.0,전북 정읍시,3,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),한양식품,제조업,식료품 제조업,중소기업,23.0,,3,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사 일동산업,제조업,식료품 제조업,중소기업,8.0,충남 당진시,3,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)만나,제조업,식료품 제조업,중소기업,36.0,,2,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),농업회사법인 주식회사 세정미트,제조업,식료품 제조업,중소기업,,충남 서산시,2,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)하나육가공,제조업,식료품 제조업,중소기업,20.0,경기 하남시,2,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사 신근식푸드,제조업,식료품 제조업,중소기업,,서울 금천구,2,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사 유진바이오,제조업,식료품 제조업,중소기업,18.0,경기 수원시 영통구,2,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),우신농업회사법인주식회사,제조업,식료품 제조업,중소기업,25.0,경남 창녕군,2,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사 지씨컴퍼니글로벌,제조업,식료품 제조업,중소기업,12.0,서울 서초구,2,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사 이립,제조업,식료품 제조업,중소기업,78.0,경기 하남시,2,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),주식회사 링티,제조업,식료품 제조업,중소기업,65.0,서울 서초구,2,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)샐러디,제조업,식료품 제조업,중소기업,120.0,서울 강남구,2,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)홍창엠앤티,제조업,식료품 제조업,중소기업,68.0,경북 영천시,1,2026-08-01 02:44:01
재무건전성,경영혁신형 중소기업(메인비즈),(주)제이앤비식품,제조업,식료품 제조업,중소기업,109.0,경기 화성시,1,2026-08-01 02:44:01
